1589934102699698925, 0, 0, 0, 1, 0, 0, 0
1589934102799685001, 0.00244917, 0.00236338, -1.52709e-06, 0.999994, -0.00430367, -0.00153356, -0.000410306
1589934102899686098, 0.00333858, 0.00207501, 0.000166872, 0.999992, -0.00362272, -0.00128038, -0.000436066
1589934102999706984, 0.00100546, 5.35693e-05, 9.2781e-05, 0.999999, -0.00102268, -0.000798807, -0.00699987
1589934103099756002, 0.000475072, 0.00142096, -0.000858288, 0.999998, -2.42166e-05, -0.00038747, 0.00511525
1589934103199831963, 0.000285645, 0.00961556, -0.00287798, 0.99995, 0.00238722, -0.000972178, 0.00674969
1589934103299841881, -0.000256011, 0.0106826, -0.00560371, 0.999927, 0.00127614, -0.00285116, 0.0116709
1589934103399751902, 0.00228176, 0.0112547, -0.00709945, 0.999909, -0.000541282, -0.00156433, 0.0185764
1589934103499716997, 0.00135652, 0.00831702, -0.00877854, 0.999926, 0.000780928, 0.0130092, 0.0251183
1589934103599694014, 0.0023162, 0.00746352, -0.010142, 0.999918, -0.00216808, 0.022933, 0.046052
1589934103699631929, 0.00819484, 0.00807087, -0.0109252, 0.999874, -0.00434244, 0.0359408, 0.0648074
1589934103799559116, 0.00962386, 0.00469423, -0.0104256, 0.999888, -0.00192567, 0.0461175, 0.0789477
1589934103899658918, 0.0065983, 0.0023819, -0.0128559, 0.999893, 0.00105917, 0.0606865, 0.100949
1589934103999722958, 0.00715911, 0.0023866, -0.0160185, 0.999843, 0.00327966, 0.0828084, 0.124979
1589934104099664927, 0.00902484, 0.000947521, -0.0169476, 0.999815, 0.00679041, 0.0942639, 0.142176
1589934104199594021, 0.00302788, -0.00420689, -0.0158549, 0.999861, 0.0129624, 0.108542, 0.148324
1589934104299593925, -0.00535715, -0.00430609, -0.0143383, 0.999874, 0.019357, 0.12187, 0.169939
1589934104399646997, -0.013702, -0.00558709, -0.0133158, 0.999802, 0.0239907, 0.131021, 0.184888
1589934104499732018, -0.0160955, -0.00220927, -0.0122821, 0.999793, 0.0255291, 0.144261, 0.215576
1589934104599776983, -0.0186184, -0.00141883, -0.0118287, 0.999756, 0.0284089, 0.158679, 0.228149
1589934104699810028, -0.0207294, -0.000885677, -0.0106731, 0.999728, 0.0315086, 0.168072, 0.246658
1589934104799802065, -0.0255557, -0.00468079, -0.00962505, 0.999616, 0.0347714, 0.182119, 0.255863
1589934104899766922, -0.031113, -0.00897152, -0.00845039, 0.99944, 0.0361107, 0.193678, 0.260401
1589934104999754906, -0.0375613, -0.0105329, -0.00801601, 0.999207, 0.0353806, 0.201681, 0.282472
1589934105099697113, -0.0372232, -0.00991381, -0.00684961, 0.999234, 0.0371403, 0.206848, 0.287384
1589934105199640989, -0.0364863, -0.00591687, -0.0054336, 0.999302, 0.0451524, 0.210646, 0.305977
1589934105299612045, -0.0359031, 0.00196919, -0.00403526, 0.999345, 0.0578755, 0.216616, 0.320779
1589934105399616957, -0.0370879, 0.0131332, -0.00221454, 0.999223, 0.0773392, 0.221086, 0.329349
1589934105499661922, -0.0347856, 0.026777, -0.00151863, 0.999035, 0.0966323, 0.228767, 0.334818
1589934105599636078, -0.032174, 0.040226, 0.00117169, 0.998672, 0.115426, 0.230351, 0.328825
1589934105699623108, -0.0333527, 0.0532322, 0.00445563, 0.998015, 0.136957, 0.23354, 0.32895
